AVI,part,VRS,Part_No,lot,vrs_id,strips,CheckTime(min),OK,NG,ALL,filter rate,visper,AI,size,type,model,Date_Code
20210911,V1-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[130-B1]_9,230,16.0,6118.0,2270.0,8388.0,0.73,V1,ON,18UM,NO3,R1,
20210911,V1-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[133-Y4]_4,13,5.0,218.0,206.0,424.0,0.51,V1,ON,18UM,NO3,R1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R2]_2_P2,154,18.0,2973.0,6606.0,9579.0,0.31,V3,ON,10UM,NO3,Z1,
20210911,V1-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[133-Y2]_2,229,38.0,3222.0,2921.0,6143.0,0.52,V1,ON,18UM,NO3,R1,
20210911,V1-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[133-Y7]_7,230,40.0,3742.0,3711.0,7453.0,0.5,V1,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[1130-G2]_8,230,29.0,7529.0,5140.0,12669.0,0.59,V2,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[1133-R4]_5,230,25.0,6014.0,4678.0,10692.0,0.56,V2,ON,18UM,NO3,R1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/11,10VPJ5903MA,1034.0,[34-R5]_6_P1,143,15.0,2351.0,4027.0,6378.0,0.37,V3,ON,10UM,NO3,Z1,
20210911,V2-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[1133-B10]_8,230,40.0,4382.0,4719.0,9101.0,0.48,V2,ON,18UM,NO3,R1,
20210911,V3-08VPJ5905PB-10UM-2X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y4]_3_P1,105,20.0,5902.0,12247.0,18149.0,0.33,V3,ON,10UM,2X,Z1,
20210911,V2-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[1133-B3]_1,230,36.0,3739.0,5218.0,8957.0,0.42,V2,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[1133-R2]_3,229,46.0,7296.0,5002.0,12298.0,0.59,V2,ON,18UM,NO3,R1,
20210911,V2-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[1133-B11]_9,111,19.0,1650.0,1980.0,3630.0,0.45,V2,ON,18UM,NO3,R1,
20210911,V1-10VP32907QA-4X-R1,2021/9/12,10VP32907QA,1133.0,[133-Y9]_2,114,29.0,2372.0,8561.0,10933.0,0.22,V1,ON,18UM,4X,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[1133-R6]_7,117,13.0,4097.0,2525.0,6622.0,0.62,V2,ON,18UM,NO3,R1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[133-G6]_6,230,29.0,6742.0,2907.0,9649.0,0.7,V1,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-3X-R1,2021/9/12,08VP32908RA,1130.0,[130-G11]_2,73,13.0,2099.0,1875.0,3974.0,0.53,V2,ON,18UM,3X,R1,
20210911,V1-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[133-Y8]_8,84,8.0,465.0,1781.0,2246.0,0.21,V1,ON,18UM,NO3,R1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R3]_3_P1,198,27.0,4586.0,7626.0,12212.0,0.38,V3,ON,10UM,NO3,Z1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R6]_7_P2,139,20.0,2460.0,7698.0,10158.0,0.24,V3,ON,10UM,NO3,Z1,
20210911,V3-08VPJ5905PB-10UM-3X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y11]_1_P1,20,6.0,620.0,886.0,1506.0,0.41,V3,ON,10UM,3X,Z1,
20210911,V1-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[133-Y5]_5,230,37.0,4132.0,4261.0,8393.0,0.49,V1,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[1130-G6]_12,230,38.0,7775.0,4442.0,12217.0,0.64,V2,ON,18UM,NO3,R1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R6]_7_P1,139,35.0,2530.0,4297.0,6827.0,0.37,V3,ON,10UM,NO3,Z1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R7]_8_P2,150,13.0,2211.0,5336.0,7547.0,0.29,V3,ON,10UM,NO3,Z1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R7]_8_P1,150,15.0,3094.0,4920.0,8014.0,0.39,V3,ON,10UM,NO3,Z1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R8]_9_P1,154,19.0,3197.0,4475.0,7672.0,0.42,V3,ON,10UM,NO3,Z1,
20210911,V2-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[1133-B9]_7,230,55.0,3887.0,4394.0,8281.0,0.47,V2,ON,18UM,NO3,R1,
20210911,V1-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[133-Y3]_3,230,27.0,3397.0,3653.0,7050.0,0.48,V1,ON,18UM,NO3,R1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[133-G1]_1,230,20.0,5202.0,2636.0,7838.0,0.66,V1,ON,18UM,NO3,R1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[130-B7]_15,268,20.0,,,,,V1,OFF,18UM,NO3,R1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[133-G4]_4,200,27.0,6539.0,5586.0,12125.0,0.54,V1,ON,18UM,NO3,R1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/11,10VPJ5903MA,,[R4-34]_5_P1,182,25.0,2918.0,5338.0,8256.0,0.35,V3,ON,10UM,NO3,Z1,
20210911,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y7]_2_P2,88,18.0,2294.0,5067.0,7361.0,0.31,V3,ON,10UM,NO3,Z1,
20210911,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y6]_1_P1,156,75.0,7073.0,6540.0,13613.0,0.52,V3,ON,10UM,NO3,Z1,
20210911,V2-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[1133-B6]_4,230,36.0,,,,,V2,OFF,18UM,NO3,R1,
20210911,V3-08VPJ5905PB-10UM-2X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y10]_1_P1,4,2.0,77.0,265.0,342.0,0.23,V3,ON,10UM,2X,Z1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[133-G8]_8,166,32.0,4776.0,3826.0,8602.0,0.56,V1,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[1130-G8]_14,243,28.0,9724.0,6058.0,15782.0,0.62,V2,ON,18UM,NO3,R1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[130-B5]_13,230,30.0,7517.0,7543.0,15060.0,0.5,V1,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[1130-G4]_10,230,45.0,9376.0,5869.0,15245.0,0.62,V2,ON,18UM,NO3,R1,
20210911,V1-10VP32907QA-3X-R1,2021/9/12,10VP32907QA,1133.0,[133-Y11]_5,86,19.0,1352.0,3083.0,4435.0,0.3,V1,ON,18UM,3X,R1,
20210911,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y7]_2_P1,88,17.0,4508.0,3698.0,8206.0,0.55,V3,ON,10UM,NO3,Z1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[133-G5]_5,230,17.0,6678.0,2861.0,9539.0,0.7,V1,ON,18UM,NO3,R1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[130-B4]_12,230,35.0,6787.0,4023.0,10810.0,0.63,V1,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[1133-R1]_2,230,24.0,3682.0,6117.0,9799.0,0.38,V2,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[1133-G1]_1,195,55.0,4932.0,3526.0,8458.0,0.58,V2,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[1130-G7]_13,230,46.0,9124.0,4813.0,13937.0,0.65,V2,ON,18UM,NO3,R1,
20210911,V3-08VPJ5905PB-10UM-3X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y1]_4_P1,108,31.0,2717.0,5982.0,8699.0,0.31,V3,ON,10UM,3X,Z1,
20210911,V1-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[133-Y1]_1,229,54.0,3451.0,3409.0,6860.0,0.5,V1,ON,18UM,NO3,R1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[133-G7]_7,230,34.0,10631.0,5495.0,16126.0,0.66,V1,ON,18UM,NO3,R1,
20210911,V2-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[1133-R8]_6,229,46.0,4621.0,4508.0,9129.0,0.51,V2,ON,18UM,NO3,R1,
20210911,V3-08VPJ5905PB-10UM-1X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y9]_1_P2,7,3.0,361.0,289.0,650.0,0.56,V3,ON,10UM,1X,Z1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[130-B3]_11,230,24.0,7050.0,2842.0,9892.0,0.71,V1,ON,18UM,NO3,R1,
20210911,V1-10VP32907QA-4X-R1,2021/9/12,10VP32907QA,1133.0,[133-Y9]_1,1,,27.0,56.0,83.0,0.33,V1,ON,18UM,4X,R1,
20210911,V3-08VPJ5905PB-10UM-2X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y10]_1_P2,4,0.0,82.0,228.0,310.0,0.26,V3,ON,10UM,2X,Z1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[1133-R3]_4,230,20.0,4311.0,7239.0,11550.0,0.37,V2,ON,18UM,NO3,R1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[133-G3]_3,200,40.0,5706.0,4766.0,10472.0,0.54,V1,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[1130-G3]_9,230,50.0,6636.0,8729.0,15365.0,0.43,V2,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-2X-R1,2021/9/12,08VP32908RA,1130.0,[1130-G9]_2,76,8.0,4090.0,3956.0,8046.0,0.51,V2,ON,18UM,2X,R1,
20210911,V2-08VP32908RA-1X-R1,2021/9/12,08VP32908RA,1130.0,[130-G12]_3,58,7.0,1668.0,1578.0,3246.0,0.51,V2,ON,18UM,1X,R1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R5]_6_P2,143,13.0,2416.0,5630.0,8046.0,0.3,V3,ON,10UM,NO3,Z1,
20210911,V2-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[1133-B5]_3,230,59.0,4231.0,4403.0,8634.0,0.49,V2,ON,18UM,NO3,R1,
20210911,V1-10VP32907QA-2X-R1,2021/9/12,10VP32907QA,1133.0,[1133-Y13]_1,77,14.0,1377.0,2301.0,3678.0,0.37,V1,ON,18UM,2X,R1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/11,08VP32908RA,1133.0,[133-G2]_2,200,18.0,7284.0,2669.0,9953.0,0.73,V1,ON,18UM,NO3,R1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R3]_3_P2,198,39.0,3418.0,11516.0,14934.0,0.23,V3,ON,10UM,NO3,Z1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[130-B2]_10,230,26.0,8586.0,3593.0,12179.0,0.7,V1,ON,18UM,NO3,R1,
20210911,V3-08VPJ5905PB-10UM-3X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y1]_4_P2,108,32.0,2476.0,10599.0,13075.0,0.19,V3,ON,10UM,3X,Z1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R8]_9_P2,154,22.0,1820.0,4883.0,6703.0,0.27,V3,ON,10UM,NO3,Z1,
20210911,V1-10VP32907QA-1X-R1,2021/9/12,10VP32907QA,1133.0,[133-Y12]_2,85,97.0,6172.0,3884.0,10056.0,0.61,V1,ON,18UM,1X,R1,
20210911,V1-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[130-B6]_14,230,29.0,8322.0,3540.0,11862.0,0.7,V1,ON,18UM,NO3,R1,
20210911,V2-08VP32908RA-4X-R1,2021/9/12,08VP32908RA,1130.0,[1130-G10]_2,95,13.0,5459.0,4135.0,9594.0,0.57,V2,ON,18UM,4X,R1,
20210911,V2-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[1133-B4]_2,228,24.0,2473.0,6525.0,8998.0,0.27,V2,ON,18UM,NO3,R1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/12,10VPJ5903MA,1034.0,[34-R2]_2_P1,154,31.0,3245.0,4620.0,7865.0,0.41,V3,ON,10UM,NO3,Z1,
20210911,V3-08VPJ5905PB-10UM-2X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y4]_3_P2,105,22.0,2808.0,6957.0,9765.0,0.29,V3,ON,10UM,2X,Z1,
20210911,V3-08VPJ5905PB-10UM-3X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y11]_1_P2,11,8.0,132.0,225.0,357.0,0.37,V3,ON,10UM,3X,Z1,
20210911,V3-08VPJ5905PB-10UM-4X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y8]_2_P1,121,19.0,3634.0,4562.0,8196.0,0.44,V3,ON,10UM,4X,Z1,
20210911,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/11,10VPJ5903MA,,[R4-34]_5_P2,182,26.0,2655.0,6464.0,9119.0,0.29,V3,ON,10UM,NO3,Z1,
20210911,V1-10VP32907QA-NO3-R1,2021/9/12,10VP32907QA,1133.0,[133-Y6]_6,229,39.0,3756.0,3483.0,7239.0,0.52,V1,ON,18UM,NO3,R1,
20210911,V3-08VPJ5905PB-10UM-4X-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y8]_2_P2,121,32.0,3556.0,6360.0,9916.0,0.36,V3,ON,10UM,4X,Z1,
20210911,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/11,08VPJ5905PB,1050.0,[50-Y6]_1_P2,156,53.0,3593.0,6370.0,9963.0,0.36,V3,ON,10UM,NO3,Z1,
20210911,V2-08VP32908RA-NO3-R1,2021/9/12,08VP32908RA,1130.0,[1130-G5]_11,230,36.0,8735.0,4963.0,13698.0,0.64,V2,ON,18UM,NO3,R1,
20210918,V1-10VP32907QA-NO3-R1,2021/9/18,10VP32907QA,1059.0,[59-R4]_4,234,73.0,744.0,2838.0,3582.0,0.21,V1,ON,18UM,NO3,R1,
20210918,V1-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-G7]_7,230,25.0,3010.0,2550.0,5560.0,0.54,V1,ON,18UM,NO3,R1,
20210918,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/18,08VPJ5905PB,1055.0,[55-Y1]_8_P1,116,11.0,1079.0,1818.0,2897.0,0.37,V3,ON,10UM,NO3,Z1,
20210918,V2-08VP32908RA-4X-R1,2021/9/18,08VP32908RA,1025.0,[25-B7]_1,140,21.0,3345.0,4304.0,7649.0,0.44,V2,ON,18UM,4X,R1,
20210918,V1-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-G6]_6,230,34.0,5927.0,2368.0,8295.0,0.71,V1,ON,18UM,NO3,R1,
20210918,V1-10VP32907QA-1X-R1,2021/9/19,10VP32907QA,1059.0,[59-R8]_1,114,160.0,8524.0,7715.0,16239.0,0.52,V1,ON,18UM,1X,R1,
20210918,V1-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-G2]_2,230,25.0,7054.0,2241.0,9295.0,0.76,V1,ON,18UM,NO3,R1,
20210918,V2-08VP32908RA-1X-R1,2021/9/18,08VP32908RA,1025.0,[25-B9]_1,133,23.0,3184.0,3259.0,6443.0,0.49,V2,ON,18UM,1X,R1,
20210918,V2-10VP32907QA-NO3-R1,2021/9/19,10VP32907QA,1059.0,[59-Y3]_3,230,53.0,3109.0,3783.0,6892.0,0.45,V2,ON,18UM,NO3,R1,
20210918,V1-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-G8]_8,113,7.0,3138.0,1266.0,4404.0,0.71,V1,ON,18UM,NO3,R1,
20210918,V2-10VP32907QA-NO3-R1,2021/9/18,10VP32907QA,1059.0,[59-Y2]_2,230,39.0,3211.0,4060.0,7271.0,0.44,V2,ON,18UM,NO3,R1,
20210918,V1-10VP32907QA-NO3-R1,2021/9/18,10VP32907QA,1059.0,[59-R3]_3,95,59.0,519.0,4350.0,4869.0,0.11,V1,ON,18UM,NO3,R1,
20210918,V1-10VP32907QA-2X-R1,2021/9/19,10VP32907QA,1059.0,[59-R9]_1,164,31.0,2097.0,6640.0,8737.0,0.24,V1,ON,18UM,2X,R1,
20210918,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/18,08VPJ5905PB,1058.0,[58-R2]_2_P2,1,,1.0,48.0,49.0,0.02,V3,ON,10UM,NO3,Z1,
20210918,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/18,08VPJ5905PB,1055.0,[55-Y2]_9_P2,89,7.0,1207.0,2029.0,3236.0,0.37,V3,ON,10UM,NO3,Z1,
20210918,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/18,08VPJ5905PB,1055.0,[55-Y3]_10_P1,100,9.0,909.0,1601.0,2510.0,0.36,V3,ON,10UM,NO3,Z1,
20210918,V2-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-B1]_1,230,34.0,6302.0,4174.0,10476.0,0.6,V2,ON,18UM,NO3,R1,
20210918,V2-08VP32908RA-3X-R1,2021/9/18,08VP32908RA,1025.0,[25-B9]_1,107,11.0,1909.0,2931.0,4840.0,0.39,V2,ON,18UM,3X,R1,
20210918,V1-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-G4]_4,230,20.0,2915.0,1513.0,4428.0,0.66,V1,ON,18UM,NO3,R1,
20210918,V1-10VP32907QA-NO3-R1,2021/9/18,10VP32907QA,1059.0,[59-R2]_2,232,158.0,1046.0,2370.0,3416.0,0.31,V1,ON,18UM,NO3,R1,
20210918,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/18,08VPJ5905PB,1058.0,[58-R1]_1_P1,179,17.0,1471.0,2738.0,4209.0,0.35,V3,ON,10UM,NO3,Z1,
20210918,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/18,08VPJ5905PB,1055.0,[55-Y1]_8_P2,116,12.0,1675.0,2988.0,4663.0,0.36,V3,ON,10UM,NO3,Z1,
20210918,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/18,08VPJ5905PB,1058.0,[58-R1]_1_P2,179,17.0,1687.0,3863.0,5550.0,0.3,V3,ON,10UM,NO3,Z1,
20210918,V1-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-G5]_5,230,21.0,6739.0,2006.0,8745.0,0.77,V1,ON,18UM,NO3,R1,
20210918,V1-10VP32907QA-NO3-R1,2021/9/19,10VP32907QA,1059.0,[59-R7]_7,106,17.0,510.0,987.0,1497.0,0.34,V1,ON,18UM,NO3,R1,
20210918,V1-10VP32907QA-NO3-R1,2021/9/19,10VP32907QA,1059.0,[59-R6]_6,232,223.0,2027.0,2688.0,4715.0,0.43,V1,ON,18UM,NO3,R1,
20210918,V2-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-B4]_4,230,28.0,4179.0,3451.0,7630.0,0.55,V2,ON,18UM,NO3,R1,
20210918,V1-10VP32907QA-4X-R1,2021/9/19,10VP32907QA,1059.0,[59-R11]_1,207,47.0,2540.0,8672.0,11212.0,0.23,V1,ON,18UM,4X,R1,
20210918,V1-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-G1]_1,230,33.0,3777.0,1505.0,5282.0,0.72,V1,ON,18UM,NO3,R1,
20210918,V2-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-B2]_2,230,17.0,4369.0,3523.0,7892.0,0.55,V2,ON,18UM,NO3,R1,
20210918,V2-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-B5]_5,230,23.0,3801.0,3842.0,7643.0,0.5,V2,ON,18UM,NO3,R1,
20210918,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/19,10VPJ5903MA,1048.0,[48-Y1]_1_P1,144,25.0,1289.0,2225.0,3514.0,0.37,V3,ON,10UM,NO3,Z1,
20210918,V1-10VP32907QA-3X-R1,2021/9/19,10VP32907QA,1059.0,[59-R10]_1,187,18.0,1156.0,11593.0,12749.0,0.09,V1,ON,18UM,3X,R1,
20210918,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/19,10VPJ5903MA,1048.0,[48-Y1]_1_P2,144,29.0,1290.0,3372.0,4662.0,0.28,V3,ON,10UM,NO3,Z1,
20210918,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/18,08VPJ5905PB,1055.0,[55-Y3]_10_P2,100,17.0,1309.0,2344.0,3653.0,0.36,V3,ON,10UM,NO3,Z1,
20210918,V2-10VP32907QA-NO3-R1,2021/9/19,10VP32907QA,1059.0,[59-Y7]_7,230,28.0,3849.0,3772.0,7621.0,0.51,V2,ON,18UM,NO3,R1,
20210918,V2-10VP32907QA-NO3-R1,2021/9/19,10VP32907QA,1059.0,[59-Y6]_6,230,102.0,4424.0,4184.0,8608.0,0.51,V2,ON,18UM,NO3,R1,
20210918,V2-10VP32907QA-NO3-R1,2021/9/19,10VP32907QA,1059.0,[59-Y8]_8,241,26.0,5649.0,3900.0,9549.0,0.59,V2,ON,18UM,NO3,R1,
20210918,V2-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-B3]_3,230,22.0,4013.0,3253.0,7266.0,0.55,V2,ON,18UM,NO3,R1,
20210918,V2-10VP32907QA-NO3-R1,2021/9/18,10VP32907QA,1025.0,[25-Y1]_1,2,0.0,16.0,37.0,53.0,0.3,V2,ON,18UM,NO3,R1,
20210918,V2-08VP32908RA-2X-R1,2021/9/18,08VP32908RA,1025.0,[25-B8]_1,111,14.0,2713.0,3619.0,6332.0,0.43,V2,ON,18UM,2X,R1,
20210918,V2-10VP32907QA-NO3-R1,2021/9/19,10VP32907QA,1059.0,[59-Y4]_4,230,54.0,2533.0,3685.0,6218.0,0.41,V2,ON,18UM,NO3,R1,
20210918,V1-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-G3]_3,230,27.0,6203.0,2164.0,8367.0,0.74,V1,ON,18UM,NO3,R1,
20210918,V2-08VP32908RA-NO3-R1,2021/9/18,08VP32908RA,1025.0,[25-B6]_6,163,20.0,3458.0,2612.0,6070.0,0.57,V2,ON,18UM,NO3,R1,
20210918,V1-10VP32907QA-NO3-R1,2021/9/18,10VP32907QA,1059.0,[59-R5]_5,230,48.0,733.0,2074.0,2807.0,0.26,V1,ON,18UM,NO3,R1,
20210918,V2-10VP32907QA-NO3-R1,2021/9/19,10VP32907QA,1059.0,[59-Y5]_5,230,49.0,4852.0,3726.0,8578.0,0.57,V2,ON,18UM,NO3,R1,
20210918,V1-10VP32907QA-NO3-R1,2021/9/18,10VP32907QA,1059.0,[59-R1]_1,231,37.0,700.0,2234.0,2934.0,0.24,V1,ON,18UM,NO3,R1,
20210919,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/19,08VPJ5905PB,1084.0,[84-R2]_2_P1,64,12.0,658.0,801.0,1459.0,0.45,V3,ON,10UM,NO3,Z1,
20210919,V2-08VP32908RA-2X-R1,2021/9/19,08VP32908RA,1056.0,[56-B7]_1,89,9.0,3814.0,3883.0,7697.0,0.5,V2,ON,18UM,2X,R1,
20210919,V2-08VP32908RA-NO3-R1,2021/9/19,08VP32908RA,1056.0,[56-B5]_5,230,28.0,8862.0,4974.0,13836.0,0.64,V2,ON,18UM,NO3,R1,
20210919,V2-08VP32908RA-NO1-R1,2021/9/19,08VP32908RA,1056.0,[56-G5]_4,39,8.0,11173.0,3455.0,14628.0,0.76,V2,ON,18UM,NO1,R1,
20210919,V1-08VP32908RA-NO3-R1,2021/9/20,08VP32908RA,1060.0,[60-R8]_16,1,,13.0,4.0,17.0,0.76,V1,ON,18UM,NO3,R1,
20210919,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/19,08VPJ5905PB,1084.0,[84-R4]_4_P2,151,20.0,1765.0,3674.0,5439.0,0.32,V3,ON,10UM,NO3,Z1,
20210919,V2-08VP32908RA-NO3-R1,2021/9/19,08VP32908RA,1056.0,[56-B6]_6,153,11.0,6199.0,3482.0,9681.0,0.64,V2,ON,18UM,NO3,R1,
20210919,V3-08VPJ5905PB-10UM-NO3-Z1,2021/9/19,08VPJ5905PB,1084.0,[84-R5]_5_P1,42,14.0,368.0,536.0,904.0,0.41,V3,ON,10UM,NO3,Z1,
20210919,V3-10VPJ5903MA-10UM-NO3-Z1,2021/9/20,10VPJ5903MA,1059.0,[59-Y1]_4_P2,121,19.0,796.0,2585.0,3381.0,0.24,V3,ON,10UM,NO3,Z1,
20210919,V2-08VP32908RA-NO3-R1,2021/9/20,08VP32908RA,1060.0,[60-G7]_9,230,29.0,6567.0,4916.0,11483.0,0.57,V2,ON,18UM,NO3,R1,
20210919,V1-08VP32908RA-NO3-R1,2021/9/19,08VP32908RA,1056.0,[56-Y1]_1,230,22.0,8946.0,2539.0,11485.0,0.78,V1,ON,18UM,NO3,R1,
20210919,V1-08VP32908RA-NO3-R1,2021/9/19,08VP32908RA,1056.0,[56-Y6]_6,230,25.0,12727.0,3886.0,16613.0,0.77,V1,ON,18UM,NO3,R1,
20210919,V2-08VP32908RA-NO3-R1,2021/9/20,08VP32908RA,1060.0,[60-G11]_13,132,17.0,4156.0,2769.0,6925.0,0.6,V2,ON,18UM,NO3,R1,
20210919,V2-08VP32908RA-NO3-R1,2021/9/19,08VP32908RA,1056.0,[56-B3]_3,230,20.0,7754.0,5212.0,12966.0,0.6,V2,ON,18UM,NO3,R1,
